"name","geo_point_2d","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.53698778152466,61,61,1,"2016-08"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.87442517280579,67,67,1,"2016-08"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.9964513778687,42,42,1,"2016-08"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.35711193084717,61,61,1,"2016-08"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.99153757095337,54,54,1,"2016-08"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",13.2130365371704,54,54,1,"2016-09"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",3.90549492835999,71,71,1,"2016-09"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",1.89861643314362,65,65,1,"2016-09"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.26241111755371,54,54,1,"2016-09"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.35680985450745,44,44,1,"2016-09"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.14975237846375,50,50,1,"2016-09"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",3.92144989967346,24,24,1,"2016-09"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.08821320533752,43,43,1,"2016-09"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.99408674240112,48,48,1,"2016-09"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.5350968837738,95,95,1,"2016-09"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",6.57471418380737,42,42,1,"2016-09"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.08115291595459,42,42,1,"2016-09"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",3.92823266983032,69,69,1,"2016-09"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.60796546936035,27,27,1,"2016-09"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.63076114654541,37,37,1,"2016-09"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",5.80948972702026,50,50,1,"2016-09"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.23062372207642,67,67,1,"2016-09"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.36282157897949,61,61,1,"2016-09"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.40547966957092,67,67,1,"2016-09"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",9.8509464263916,42,42,1,"2016-09"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.17829608917236,61,61,1,"2016-09"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.70768594741821,54,54,1,"2016-09"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",19.4990139007568,54,54,1,"2016-10"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",3.94648790359497,71,70,0.985915492957746,"2016-10"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",1.79683148860931,65,65,1,"2016-10"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",4.24680042266846,54,54,1,"2016-10"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.2766125202179,44,44,1,"2016-10"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.14642930030823,50,50,1,"2016-10"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",7.9333667755127,24,24,1,"2016-10"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.19400095939636,43,43,1,"2016-10"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.78388476371765,48,48,1,"2016-10"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.54659140110016,95,95,1,"2016-10"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",6.80043697357178,42,42,1,"2016-10"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.01117849349976,42,42,1,"2016-10"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",3.6142852306366,69,69,1,"2016-10"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.33815336227417,27,27,1,"2016-10"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.29348683357239,37,37,1,"2016-10"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",5.75889492034912,50,50,1,"2016-10"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.08111596107483,67,67,1,"2016-10"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.21357154846191,61,61,1,"2016-10"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.22948932647705,67,67,1,"2016-10"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",9.15744781494141,42,42,1,"2016-10"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.59232997894287,61,61,1,"2016-10"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.71452844142914,54,54,1,"2016-10"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",11.6934881210327,54,54,1,"2016-11"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",2.99302792549133,71,69,0.971830985915493,"2016-11"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",1.86504685878754,65,65,1,"2016-11"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",3.9292299747467,54,54,1,"2016-11"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.00135350227356,44,44,1,"2016-11"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",2.936527967453,50,50,1,"2016-11"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",3.87492966651917,24,24,1,"2016-11"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.12746572494507,43,43,1,"2016-11"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.40066194534302,48,48,1,"2016-11"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.53354597091675,95,95,1,"2016-11"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",6.043288230896,42,42,1,"2016-11"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",5.07875156402588,42,42,1,"2016-11"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",2.73140931129456,69,69,1,"2016-11"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",5.88413381576538,27,27,1,"2016-11"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.24216556549072,37,37,1,"2016-11"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",4.65483522415161,50,50,1,"2016-11"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",2.63043189048767,67,67,1,"2016-11"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.02074408531189,61,61,1,"2016-11"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",2.72850131988525,67,67,1,"2016-11"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",7.81539154052734,42,42,1,"2016-11"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.46676015853882,61,61,1,"2016-11"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.52706277370453,54,54,1,"2016-11"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",12.4350299835205,54,54,1,"2016-12"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.26410627365112,71,71,1,"2016-12"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.0099892616272,65,65,1,"2016-12"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",4.27626276016235,54,54,1,"2016-12"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",2.66236901283264,44,44,1,"2016-12"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.30719184875488,50,50,1,"2016-12"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.08883666992188,24,24,1,"2016-12"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.70973253250122,43,43,1,"2016-12"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.580561876297,48,48,1,"2016-12"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.87184774875641,95,95,1,"2016-12"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",6.10164833068848,42,42,1,"2016-12"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.21920680999756,42,42,1,"2016-12"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",2.92199635505676,69,69,1,"2016-12"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",6.32997035980225,27,27,1,"2016-12"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.91801762580872,37,37,1,"2016-12"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",5.52043867111206,50,50,1,"2016-12"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.32215785980225,67,67,1,"2016-12"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.23387336730957,61,61,1,"2016-12"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.14311766624451,67,67,1,"2016-12"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",8.34447193145752,42,42,1,"2016-12"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.43026256561279,61,61,1,"2016-12"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.16713118553162,54,54,1,"2016-12"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",16.0089740753174,54,54,1,"2017-01"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.34423828125,71,71,1,"2017-01"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.77393245697021,65,65,1,"2017-01"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",4.19483184814453,54,54,1,"2017-01"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.67442965507507,44,44,1,"2017-01"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.79425406455994,50,50,1,"2017-01"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.80474948883057,24,24,1,"2017-01"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",4.72452878952026,43,43,1,"2017-01"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.53395056724548,48,48,1,"2017-01"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.51618576049805,95,95,1,"2017-01"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",9.29957008361816,42,42,1,"2017-01"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.08865165710449,42,42,1,"2017-01"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",3.70702719688416,69,69,1,"2017-01"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.59675121307373,27,27,1,"2017-01"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.18350076675415,37,37,1,"2017-01"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.60599756240845,50,50,1,"2017-01"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",2.98797631263733,67,67,1,"2017-01"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.62711882591248,61,61,1,"2017-01"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",5.52893781661987,67,67,1,"2017-01"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.0920686721802,42,42,1,"2017-01"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.43264698982239,61,61,1,"2017-01"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",3.39512705802917,54,54,1,"2017-01"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",14.5325584411621,54,54,1,"2017-02"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.22081661224365,71,71,1,"2017-02"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",3.26847505569458,65,65,1,"2017-02"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",4.51342582702637,54,54,1,"2017-02"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.06684947013855,44,44,1,"2017-02"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.74345278739929,50,50,1,"2017-02"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.22222852706909,24,24,1,"2017-02"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.32382822036743,43,43,1,"2017-02"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.32145571708679,48,48,1,"2017-02"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",3.84962344169617,95,95,1,"2017-02"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.89615774154663,42,42,1,"2017-02"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.92785263061523,42,42,1,"2017-02"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",3.39990854263306,69,69,1,"2017-02"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.68576335906982,27,27,1,"2017-02"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.20078730583191,37,37,1,"2017-02"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",5.7969217300415,50,50,1,"2017-02"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.32984566688538,67,67,1,"2017-02"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",1.87737929821014,61,61,1,"2017-02"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",5.01916646957397,67,67,1,"2017-02"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.6585569381714,42,42,1,"2017-02"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.61021685600281,61,61,1,"2017-02"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.90908193588257,54,54,1,"2017-02"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",16.1028881072998,54,54,1,"2017-03"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",3.91829586029053,71,69,0.971830985915493,"2017-03"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.48342370986938,65,65,1,"2017-03"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.03522872924805,54,54,1,"2017-03"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.85583519935608,44,44,1,"2017-03"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.03877305984497,50,50,1,"2017-03"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.04697608947754,24,24,1,"2017-03"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.69183278083801,43,43,1,"2017-03"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.37160682678223,48,48,1,"2017-03"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.05472683906555,95,95,1,"2017-03"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",9.3730001449585,42,42,1,"2017-03"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.52474975585938,42,42,1,"2017-03"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.28610277175903,69,69,1,"2017-03"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.49311065673828,27,27,1,"2017-03"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.50062990188599,37,37,1,"2017-03"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.52713108062744,50,50,1,"2017-03"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.86680126190186,67,67,1,"2017-03"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.52026915550232,61,61,1,"2017-03"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.41803789138794,67,67,1,"2017-03"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.2561302185059,42,42,1,"2017-03"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.66725587844849,61,61,1,"2017-03"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.2529034614563,54,54,1,"2017-03"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",14.0553131103516,54,54,1,"2017-04"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.42477416992188,71,71,1,"2017-04"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.31279063224792,65,65,1,"2017-04"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.09811115264893,54,54,1,"2017-04"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.67417693138123,44,44,1,"2017-04"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.90477108955383,50,50,1,"2017-04"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.51016044616699,24,24,1,"2017-04"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.80027985572815,43,43,1,"2017-04"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.09429430961609,48,48,1,"2017-04"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.96207797527313,95,95,1,"2017-04"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.27172756195068,42,42,1,"2017-04"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.92967319488525,42,42,1,"2017-04"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.31511402130127,69,69,1,"2017-04"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.52898979187012,27,27,1,"2017-04"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.16373991966248,37,37,1,"2017-04"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.46936511993408,50,50,1,"2017-04"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.80263352394104,67,67,1,"2017-04"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.57184052467346,61,61,1,"2017-04"
